project_id,project_type,client_type,contract_type,is_design_and_build,nilai_kontrak_awal_miliar_rp,total_jam_kerja_estimasi,volume_pekerjaan_tanah_m3,volume_beton_m3,berat_baja_struktural_ton,panjang_instalasi_utama_km,jumlah_titik_akhir_instalasi,jumlah_item_pekerjaan_utama,tingkat_risiko_geoteknik,lokasi_provinsi,lokasi_urban_rural,musim_pelaksanaan,indeks_harga_komoditas_saat_mulai,jumlah_kompetitor_saat_tender,pengalaman_pm_tahun,jumlah_sdm_inti,persentase_subkontraktor,biaya_akhir_riil_miliar_rp,durasi_akhir_riil_hari,profit_margin_riil_persen,terjadi_pembengkakan_biaya_signifikan,terjadi_keterlambatan_signifikan
PJ-492,Gedung Perkantoran,Pemda,Harga Satuan,0,151.69,455080,0,15169,3033,0.0,3033,69,1,Sumatera Barat,Sub-urban,Hujan,112.31,7,4,26,31,156.76,3504,-3.34,1,1
PJ-493,Jaringan IT,Swasta Asing,Cost Plus,0,63.32,316607,0,0,0,94.98,3166,37,3,Sumatera Selatan,Urban,Kemarau,107.58,5,22,18,16,56.54,2998,10.71,0,0
PJ-494,Jaringan IT,Pemda,Harga Satuan,0,66.45,332229,0,0,0,99.67,3322,37,1,Kalimantan Barat,Sub-urban,Hujan,111.92,3,17,18,44,59.33,3146,10.71,0,0
PJ-495,Gedung Perkantoran,BUMN,Lump Sum,0,195.02,585069,0,19502,3900,0.0,3900,93,2,Kalimantan Barat,Rural,Hujan,107.25,5,20,31,49,174.13,3217,10.71,0,0
PJ-496,Jaringan IT,Pemda,Harga Satuan,0,89.39,446927,0,0,0,134.08,4469,62,2,Sumatera Barat,Urban,Hujan,116.8,5,5,25,64,97.08,3699,-8.61,1,1
PJ-497,Gedung Perkantoran,BUMN,Harga Satuan,0,271.85,815536,0,27184,5436,0.0,5436,144,3,Bali,Urban,Hujan,103.7,9,8,42,49,242.72,3309,10.71,0,0
PJ-498,Jembatan,Swasta Nasional,Harga Satuan,0,964.08,1928160,2892241,192816,9640,24.1,0,462,5,Papua Barat Daya,Sub-urban,Hujan,117.08,3,20,99,11,860.79,3319,10.71,0,0
PJ-499,Gedung Perkantoran,BUMN,Lump Sum,0,178.72,536146,0,17871,3574,0.0,3574,72,3,Jambi,Urban,Kemarau,118.52,9,16,29,12,159.57,3151,10.71,0,0
PJ-500,Jembatan,BUMN,Harga Satuan,0,2331.67,4663340,6995011,466334,23316,58.29,0,1163,5,Sulawesi Barat,Sub-urban,Hujan,103.43,4,9,235,17,2081.85,3382,10.71,0,0
PJ-501,Jaringan IT,BUMN,Cost Plus,0,82.14,410723,0,0,0,123.22,4107,50,1,Sulawesi Utara,Rural,Hujan,109.45,3,9,22,11,83.57,3961,-1.73,1,1
PJ-502,Jembatan,Swasta Asing,Lump Sum,0,1457.48,2914953,4372430,291495,14574,36.44,0,724,1,Maluku,Sub-urban,Kemarau,104.34,8,14,146,70,1301.32,4037,10.71,0,1
PJ-503,Jaringan IT,Pemda,Cost Plus,0,25.28,126398,0,0,0,37.92,1263,-3,2,Jawa Tengah,Rural,Hujan,102.99,9,15,9,24,22.57,2393,10.71,0,0
PJ-504,Jaringan IT,Pemda,Cost Plus,0,61.36,306787,0,0,0,92.04,3067,42,3,DI Yogyakarta,Rural,Hujan,109.94,6,18,18,35,66.55,2905,-8.47,1,0
PJ-505,Jalan Tol,Swasta Asing,Lump Sum,0,1377.2,2754400,4131601,275440,13772,34.43,0,685,3,Sulawesi Barat,Sub-urban,Kemarau,118.79,9,19,140,64,1229.64,4240,10.71,0,1
PJ-506,Pabrik,BUMN,Lump Sum,0,189.39,473476,0,28408,7575,0.0,0,79,1,Bengkulu,Rural,Hujan,117.37,4,19,27,26,169.1,2989,10.71,0,0
PJ-507,Jalan Tol,Pemda,Harga Satuan,0,863.5,1727001,2590502,172700,8635,21.59,0,443,3,Sulawesi Tenggara,Urban,Hujan,103.64,7,12,88,73,937.14,3764,-8.53,1,1
PJ-508,Pabrik,BUMN,Lump Sum,0,447.29,1118225,0,67093,17891,0.0,0,240,2,Maluku,Urban,Hujan,119.48,4,5,57,61,493.77,4050,-10.39,1,1
PJ-509,Perumahan,BUMN,Harga Satuan,0,156.04,624163,78020,39010,0,0.0,3901,74,3,Papua Tengah,Sub-urban,Kemarau,107.92,7,20,34,70,171.56,3129,-9.95,1,0
PJ-510,Gedung Perkantoran,Pemda,Lump Sum,0,248.38,745137,0,24837,4967,0.0,4967,126,3,Kalimantan Utara,Rural,Kemarau,113.72,7,20,41,61,221.77,3097,10.71,0,0
PJ-511,Jalan Tol,Swasta Nasional,Harga Satuan,0,894.44,1788888,2683332,178888,8944,22.36,0,460,3,Jawa Tengah,Sub-urban,Kemarau,113.21,4,18,92,61,885.83,3314,0.96,1,0
PJ-512,Perumahan,BUMN,Lump Sum,1,106.65,426616,53327,26663,0,0.0,2666,46,1,DKI Jakarta,Sub-urban,Hujan,114.4,6,21,23,18,95.23,3161,10.71,0,0
PJ-513,Gedung Perkantoran,Swasta Nasional,Lump Sum,0,210.45,631362,0,21045,4209,0.0,4209,103,2,Sulawesi Tengah,Sub-urban,Kemarau,119.43,3,21,34,77,187.91,3165,10.71,0,0
PJ-514,Pabrik,Swasta Asing,Lump Sum,1,515.54,1288842,0,77330,20621,0.0,0,255,2,Sulawesi Barat,Rural,Kemarau,105.59,5,16,67,71,460.3,3642,10.71,0,1
PJ-515,Gedung Perkantoran,Swasta Nasional,Cost Plus,0,253.93,761785,0,25392,5078,0.0,5078,127,3,Sulawesi Tengah,Urban,Hujan,102.97,6,22,41,36,270.43,3882,-6.5,1,1
PJ-516,Jaringan IT,BUMN,Cost Plus,0,23.39,116925,0,0,0,35.08,1169,18,2,Kepulauan Bangka Belitung,Rural,Kemarau,103.25,6,5,8,75,26.41,2795,-12.95,1,1
PJ-517,Perumahan,BUMN,Lump Sum,0,88.07,352273,44034,22017,0,0.0,2201,43,2,Kalimantan Utara,Sub-urban,Hujan,117.73,4,19,18,17,78.63,3335,10.71,0,0
PJ-518,Pabrik,Swasta Nasional,Cost Plus,0,596.24,1490608,0,89436,23849,0.0,0,282,3,Maluku,Urban,Kemarau,117.17,3,13,76,62,630.01,3343,-5.66,1,0
PJ-519,Jalan Tol,Swasta Asing,Cost Plus,0,2141.01,4282015,6423022,428201,21410,53.53,0,1080,4,Kepulauan Riau,Rural,Kemarau,119.49,3,10,215,76,1911.61,3394,10.71,0,0
PJ-520,Jaringan IT,Swasta Nasional,Lump Sum,1,65.0,325019,0,0,0,97.51,3250,34,3,Jawa Tengah,Sub-urban,Hujan,111.84,4,24,17,58,66.65,3258,-2.53,1,0
PJ-521,Gedung Perkantoran,Pemda,Harga Satuan,0,183.24,549725,0,18324,3664,0.0,3664,108,2,Bali,Rural,Kemarau,109.43,5,18,29,17,188.58,3231,-2.91,1,0
PJ-522,Jaringan IT,Swasta Asing,Cost Plus,0,61.02,305116,0,0,0,91.54,3051,30,3,Sulawesi Barat,Sub-urban,Kemarau,101.17,2,6,16,33,71.03,3664,-16.4,1,1
PJ-523,Jalan Tol,Swasta Nasional,Lump Sum,1,2531.54,5063084,7594626,506308,25315,63.29,0,1275,1,Papua Barat Daya,Urban,Kemarau,103.01,2,7,257,31,2260.31,3358,10.71,0,0
PJ-524,Jaringan IT,Swasta Asing,Lump Sum,0,27.59,137942,0,0,0,41.38,1379,4,3,Jambi,Urban,Kemarau,103.56,7,10,8,51,24.63,2939,10.71,0,0
PJ-525,Jaringan IT,Pemda,Harga Satuan,0,29.38,146883,0,0,0,44.07,1468,1,3,Jawa Tengah,Sub-urban,Kemarau,109.11,4,9,8,15,26.23,3129,10.71,0,0
PJ-526,Jalan Tol,BUMN,Lump Sum,0,2482.14,4964278,7446417,496427,24821,62.05,0,1255,2,Bali,Sub-urban,Kemarau,117.9,3,3,252,50,2216.2,4611,10.71,0,1
PJ-527,Jalan Tol,Swasta Asing,Lump Sum,0,1622.9,3245800,4868701,324580,16229,40.57,0,803,5,Papua,Urban,Kemarau,112.39,8,13,163,18,1449.02,3756,10.71,0,1
PJ-528,Perumahan,Pemda,Cost Plus,0,211.74,846977,105872,52936,0,0.0,5293,110,2,Lampung,Rural,Kemarau,117.4,9,22,43,28,189.06,3357,10.71,0,0
PJ-529,Jaringan IT,Swasta Nasional,Cost Plus,0,47.07,235338,0,0,0,70.6,2353,9,2,Bali,Urban,Kemarau,109.05,3,18,14,13,42.02,3574,10.71,0,1
PJ-530,Gedung Perkantoran,Swasta Asing,Cost Plus,0,69.79,209376,0,6979,1395,0.0,1395,44,1,Kalimantan Selatan,Urban,Hujan,107.68,5,20,11,28,78.06,3629,-11.85,1,1
PJ-531,Jaringan IT,Pemda,Harga Satuan,0,89.42,447075,0,0,0,134.12,4470,38,3,Kalimantan Selatan,Urban,Kemarau,111.29,8,24,25,35,79.83,3048,10.71,0,0
PJ-532,Jalan Tol,BUMN,Harga Satuan,0,1455.16,2910312,4365468,291031,14551,36.38,0,746,4,Papua Selatan,Urban,Kemarau,110.21,6,24,147,33,1299.25,3374,10.71,0,0
PJ-533,Perumahan,BUMN,Lump Sum,0,116.67,466685,58335,29167,0,0.0,2916,61,2,Nusa Tenggara Barat,Rural,Hujan,106.03,7,21,24,54,104.17,3314,10.71,0,0
PJ-534,Gedung Perkantoran,BUMN,Lump Sum,0,163.41,490242,0,16341,3268,0.0,3268,71,3,Nusa Tenggara Barat,Urban,Hujan,111.06,6,10,28,61,182.32,3421,-11.57,1,1
PJ-535,Jembatan,Pemda,Lump Sum,0,2560.58,5121150,7681725,512115,25605,64.01,0,1291,4,Sumatera Barat,Sub-urban,Kemarau,110.69,5,21,258,67,2603.71,3972,-1.68,1,1
PJ-536,Jaringan IT,Swasta Nasional,Lump Sum,1,57.15,285745,0,0,0,85.72,2857,24,1,Kalimantan Timur,Sub-urban,Hujan,107.14,7,18,16,71,51.03,3044,10.71,0,0
PJ-537,Jaringan IT,Swasta Nasional,Lump Sum,0,31.65,158238,0,0,0,47.47,1582,2,3,Papua Tengah,Rural,Hujan,114.17,8,3,10,71,33.68,3181,-6.44,1,1
PJ-538,Gedung Perkantoran,BUMN,Cost Plus,0,296.66,889981,0,29666,5933,0.0,5933,129,2,Sulawesi Barat,Rural,Kemarau,101.66,6,3,45,38,264.88,3371,10.71,0,0
PJ-539,Perumahan,Pemda,Cost Plus,0,235.82,943271,117908,58954,0,0.0,5895,125,2,Kalimantan Timur,Urban,Kemarau,119.38,2,13,48,51,210.55,3349,10.71,0,0
PJ-540,Jalan Tol,Swasta Nasional,Cost Plus,0,584.11,1168211,1752316,116821,5841,14.6,0,275,5,Sumatera Utara,Urban,Hujan,102.84,5,4,62,28,521.52,3755,10.71,0,1
PJ-541,Gedung Perkantoran,Swasta Nasional,Harga Satuan,0,84.58,253736,0,8457,1691,0.0,1691,59,3,Jawa Timur,Rural,Hujan,119.73,2,21,16,15,75.52,2703,10.71,0,0
PJ-542,Gedung Perkantoran,Swasta Asing,Lump Sum,0,154.53,463591,0,15453,3090,0.0,3090,80,2,Jambi,Urban,Kemarau,112.36,3,20,26,12,137.97,3039,10.71,0,0
PJ-543,Gedung Perkantoran,Pemda,Lump Sum,0,109.55,328661,0,10955,2191,0.0,2191,45,1,Bengkulu,Urban,Kemarau,100.05,8,4,20,55,97.82,2801,10.71,0,0
PJ-544,Gedung Perkantoran,Swasta Nasional,Harga Satuan,0,76.3,228888,0,7629,1525,0.0,1525,30,2,Sumatera Barat,Rural,Kemarau,101.16,6,22,12,63,68.12,3251,10.71,0,0
PJ-545,Jaringan IT,BUMN,Lump Sum,0,51.89,259472,0,0,0,77.84,2594,31,1,DI Yogyakarta,Rural,Kemarau,105.59,5,12,14,17,46.33,3159,10.71,0,0
PJ-546,Jaringan IT,BUMN,Cost Plus,0,55.31,276555,0,0,0,82.97,2765,8,2,Papua Barat Daya,Urban,Hujan,110.8,5,6,15,78,58.08,3521,-5.0,1,1
PJ-547,Perumahan,Swasta Asing,Cost Plus,0,156.63,626526,78315,39157,0,0.0,3915,70,2,Kepulauan Riau,Urban,Kemarau,116.37,7,16,32,51,139.85,3337,10.71,0,0
PJ-548,Gedung Perkantoran,Swasta Asing,Harga Satuan,0,92.73,278197,0,9273,1854,0.0,1854,37,2,Kepulauan Riau,Rural,Kemarau,117.06,6,14,16,48,82.8,2963,10.71,0,0
PJ-549,Perumahan,BUMN,Cost Plus,0,159.32,637275,79659,39829,0,0.0,3982,89,1,Jawa Barat,Rural,Hujan,100.14,5,8,34,53,142.25,4370,10.71,0,1
PJ-550,Gedung Perkantoran,BUMN,Lump Sum,1,211.17,633524,0,21117,4223,0.0,4223,112,2,Sulawesi Selatan,Rural,Kemarau,112.21,4,13,33,49,188.55,3272,10.71,0,0
PJ-551,Gedung Perkantoran,Swasta Asing,Cost Plus,0,107.8,323409,0,10780,2156,0.0,2156,66,1,Papua,Rural,Hujan,119.13,7,14,19,44,96.25,3808,10.71,0,1
PJ-552,Perumahan,Swasta Nasional,Harga Satuan,0,234.7,938798,117349,58674,0,0.0,5867,114,2,DKI Jakarta,Sub-urban,Hujan,110.73,6,4,47,60,209.55,3404,10.71,0,0
PJ-553,Gedung Perkantoran,Pemda,Lump Sum,1,271.34,814009,0,27133,5426,0.0,5426,129,3,Sulawesi Barat,Urban,Kemarau,117.24,3,21,42,52,242.26,3303,10.71,0,0
PJ-554,Jaringan IT,Swasta Nasional,Cost Plus,0,22.21,111028,0,0,0,33.31,1110,6,3,Nusa Tenggara Barat,Rural,Kemarau,103.12,6,14,8,71,19.83,3249,10.71,0,1
PJ-555,Jembatan,BUMN,Lump Sum,1,1635.78,3271562,4907343,327156,16357,40.89,0,800,5,Papua Pegunungan,Sub-urban,Kemarau,108.43,7,10,164,51,1460.52,3400,10.71,0,0
PJ-556,Jaringan IT,BUMN,Cost Plus,0,80.59,402959,0,0,0,120.89,4029,52,3,Kalimantan Utara,Rural,Kemarau,105.04,6,5,24,13,71.96,2861,10.71,0,0
PJ-557,Gedung Perkantoran,Swasta Nasional,Cost Plus,0,224.62,673863,0,22462,4492,0.0,4492,117,2,Kalimantan Timur,Urban,Kemarau,109.69,7,6,36,24,251.97,3190,-12.18,1,0
PJ-558,Gedung Perkantoran,Pemda,Harga Satuan,0,110.38,331127,0,11037,2207,0.0,2207,44,3,Papua,Urban,Hujan,102.99,8,9,18,65,116.49,4197,-5.54,1,1
PJ-559,Jembatan,Swasta Nasional,Lump Sum,0,2458.35,4916698,7375048,491669,24583,61.46,0,1241,1,Papua,Sub-urban,Hujan,109.68,3,16,249,45,2194.95,3365,10.71,0,0
PJ-560,Perumahan,Swasta Nasional,Harga Satuan,0,191.9,767615,95951,47975,0,0.0,4797,101,2,Papua Pegunungan,Rural,Hujan,104.66,4,4,42,21,230.04,4161,-19.87,1,1
PJ-561,Jaringan IT,Swasta Asing,Cost Plus,0,40.08,200390,0,0,0,60.12,2003,4,2,Sumatera Selatan,Sub-urban,Kemarau,116.8,9,4,11,72,35.78,3105,10.71,0,0
PJ-562,Jaringan IT,Pemda,Lump Sum,1,40.63,203166,0,0,0,60.95,2031,35,3,DKI Jakarta,Rural,Kemarau,108.69,7,23,13,18,36.28,2663,10.71,0,0
PJ-563,Gedung Perkantoran,BUMN,Harga Satuan,0,113.68,341051,0,11368,2273,0.0,2273,75,1,Papua Barat,Sub-urban,Kemarau,102.48,7,12,20,48,101.5,2906,10.71,0,0
PJ-564,Jalan Tol,Swasta Asing,Cost Plus,0,2329.54,4659084,6988627,465908,23295,58.24,0,1144,3,Banten,Sub-urban,Kemarau,113.59,6,21,236,15,2079.95,3365,10.71,0,0
PJ-565,Jalan Tol,Pemda,Harga Satuan,0,1570.2,3140394,4710591,314039,15701,39.25,0,792,1,Riau,Urban,Kemarau,116.14,9,4,158,58,1401.96,3387,10.71,0,0
PJ-566,Jembatan,Swasta Asing,Cost Plus,0,2313.62,4627236,6940855,462723,23136,57.84,0,1146,2,Sulawesi Selatan,Sub-urban,Hujan,100.93,5,8,234,42,2065.73,3991,10.71,0,1
PJ-567,Jaringan IT,Swasta Nasional,Lump Sum,1,95.88,479412,0,0,0,143.82,4794,31,1,Riau,Rural,Kemarau,118.2,7,19,25,16,85.61,3268,10.71,0,0
PJ-568,Jaringan IT,BUMN,Harga Satuan,0,72.17,360839,0,0,0,108.25,3608,29,2,Papua Selatan,Urban,Hujan,115.07,4,14,21,79,64.44,2928,10.71,0,0
PJ-569,Perumahan,Pemda,Cost Plus,0,211.67,846692,105836,52918,0,0.0,5291,87,2,Jawa Tengah,Rural,Kemarau,101.35,4,14,43,76,188.99,3356,10.71,0,0
PJ-570,Perumahan,Pemda,Harga Satuan,0,187.09,748373,93546,46773,0,0.0,4677,95,1,Kepulauan Bangka Belitung,Rural,Kemarau,116.25,7,21,39,20,167.05,3877,10.71,0,1
PJ-571,Perumahan,Swasta Nasional,Lump Sum,1,42.64,170564,21320,10660,0,0.0,1066,32,1,Kepulauan Riau,Sub-urban,Kemarau,118.89,7,18,9,74,38.07,3230,10.71,0,0
PJ-572,Gedung Perkantoran,Swasta Nasional,Harga Satuan,0,103.85,311545,0,10384,2076,0.0,2076,41,1,Sulawesi Utara,Urban,Kemarau,101.23,3,8,19,23,92.72,2794,10.71,0,0
PJ-573,Gedung Perkantoran,Swasta Asing,Lump Sum,1,299.17,897512,0,29917,5983,0.0,5983,167,1,Kalimantan Timur,Rural,Hujan,105.32,9,8,48,10,267.12,3187,10.71,0,0
PJ-574,Gedung Perkantoran,Pemda,Harga Satuan,0,172.88,518631,0,17287,3457,0.0,3457,76,1,Papua Tengah,Rural,Hujan,113.81,5,19,27,17,154.35,3274,10.71,0,0
PJ-575,Jaringan IT,BUMN,Harga Satuan,0,38.0,190015,0,0,0,57.0,1900,15,3,Papua Selatan,Rural,Kemarau,106.38,3,11,12,23,33.93,2699,10.71,0,0
PJ-576,Jalan Tol,BUMN,Cost Plus,0,1796.25,3592500,5388751,359250,17962,44.91,0,892,2,Maluku Utara,Sub-urban,Hujan,103.41,9,17,183,30,1603.79,3346,10.71,0,0
PJ-577,Jaringan IT,Swasta Asing,Harga Satuan,0,41.72,208617,0,0,0,62.59,2086,17,3,DKI Jakarta,Urban,Hujan,104.96,2,10,12,37,37.25,2963,10.71,0,0
PJ-578,Jaringan IT,Pemda,Lump Sum,0,96.61,483055,0,0,0,144.92,4830,40,3,Papua Pegunungan,Urban,Kemarau,112.65,7,3,26,38,86.26,3166,10.71,0,0
PJ-579,Jaringan IT,Swasta Asing,Harga Satuan,0,55.34,276694,0,0,0,83.01,2766,26,2,Gorontalo,Urban,Kemarau,106.58,6,19,15,24,49.41,3144,10.71,0,0
PJ-580,Jaringan IT,Swasta Nasional,Harga Satuan,0,93.32,466576,0,0,0,139.97,4665,62,3,Jawa Barat,Rural,Hujan,110.22,5,6,26,41,106.99,3058,-14.65,1,0
PJ-581,Pabrik,BUMN,Cost Plus,0,270.18,675459,0,40527,10807,0.0,0,128,3,Bengkulu,Urban,Kemarau,113.2,9,9,34,44,241.24,3386,10.71,0,0
PJ-582,Jalan Tol,Swasta Nasional,Harga Satuan,0,2090.53,4181056,6271584,418105,20905,52.26,0,1032,5,Sumatera Selatan,Sub-urban,Kemarau,113.89,6,5,212,28,2359.98,3361,-12.89,1,0
PJ-583,Perumahan,BUMN,Cost Plus,0,200.26,801040,100130,50065,0,0.0,5006,88,2,Sumatera Barat,Urban,Kemarau,104.25,3,4,42,64,178.8,3250,10.71,0,0
PJ-584,Jalan Tol,Swasta Nasional,Harga Satuan,0,1908.77,3817534,5726301,381753,19087,47.72,0,942,4,Bali,Sub-urban,Hujan,101.88,4,7,193,10,1704.26,4607,10.71,0,1
PJ-585,Gedung Perkantoran,BUMN,Cost Plus,0,57.62,172859,0,5761,1152,0.0,1152,26,1,Maluku,Urban,Hujan,117.05,3,22,9,19,51.45,3273,10.71,0,0
PJ-586,Gedung Perkantoran,Swasta Asing,Harga Satuan,0,128.43,385293,0,12843,2568,0.0,2568,71,1,Kalimantan Barat,Sub-urban,Hujan,111.82,2,20,21,67,129.68,3127,-0.97,1,0
PJ-587,Jalan Tol,Pemda,Harga Satuan,0,1065.64,2131279,3196919,213127,10656,26.64,0,526,4,Nusa Tenggara Timur,Sub-urban,Hujan,106.62,4,5,108,58,951.46,4018,10.71,0,1
PJ-588,Jaringan IT,Pemda,Lump Sum,1,77.07,385359,0,0,0,115.61,3853,44,1,DKI Jakarta,Sub-urban,Kemarau,101.63,2,12,21,58,68.81,3127,10.71,0,0
PJ-589,Jalan Tol,Swasta Asing,Cost Plus,0,1430.78,2861559,4292339,286155,14307,35.77,0,713,2,DI Yogyakarta,Urban,Kemarau,105.65,2,19,144,65,1277.48,4298,10.71,0,1
PJ-590,Jalan Tol,Swasta Nasional,Harga Satuan,0,1112.65,2225306,3337959,222530,11126,27.82,0,555,5,Kalimantan Timur,Rural,Hujan,107.51,9,4,114,40,1115.74,4375,-0.28,1,1
PJ-591,Pabrik,Swasta Asing,Harga Satuan,0,503.17,1257935,0,75476,20126,0.0,0,267,1,Kalimantan Timur,Rural,Hujan,110.92,8,20,64,31,576.03,3976,-14.48,1,1
PJ-592,Pabrik,Pemda,Harga Satuan,0,202.1,505259,0,30315,8084,0.0,0,100,1,Lampung,Sub-urban,Kemarau,107.04,6,5,27,34,180.45,3189,10.71,0,0
PJ-593,Perumahan,Swasta Asing,Cost Plus,0,188.46,753840,94230,47115,0,0.0,4711,108,2,Jawa Barat,Sub-urban,Kemarau,108.03,9,15,38,16,168.27,3381,10.71,0,0
PJ-594,Jalan Tol,Pemda,Lump Sum,1,2421.64,4843285,7264928,484328,24216,60.54,0,1210,1,Kalimantan Timur,Rural,Hujan,110.29,4,23,245,78,2162.18,4196,10.71,0,1
PJ-595,Jaringan IT,BUMN,Lump Sum,0,95.13,475658,0,0,0,142.7,4756,50,1,Papua Selatan,Urban,Kemarau,109.64,4,6,26,55,84.94,4191,10.71,0,1
PJ-596,Jaringan IT,Swasta Asing,Cost Plus,0,66.68,333396,0,0,0,100.02,3333,47,3,Papua,Urban,Kemarau,108.35,6,5,20,44,59.54,3169,10.71,0,1
PJ-597,Perumahan,Swasta Nasional,Harga Satuan,0,79.03,316116,39514,19757,0,0.0,1975,27,3,Papua Selatan,Urban,Kemarau,114.48,4,20,16,52,70.56,3367,10.71,0,0
PJ-598,Pabrik,Swasta Asing,Lump Sum,0,307.16,767911,0,46074,12286,0.0,0,160,1,Gorontalo,Sub-urban,Kemarau,113.62,9,24,39,79,274.25,3356,10.71,0,0
PJ-599,Jaringan IT,Swasta Nasional,Cost Plus,0,35.35,176725,0,0,0,53.02,1767,8,2,Sulawesi Barat,Sub-urban,Hujan,116.32,2,3,9,30,39.64,3347,-12.15,1,0
PJ-600,Gedung Perkantoran,BUMN,Harga Satuan,0,242.91,728735,0,24291,4858,0.0,4858,121,3,Kepulauan Bangka Belitung,Urban,Hujan,118.37,3,5,38,73,216.89,3664,10.71,0,1
PJ-601,Jembatan,BUMN,Harga Satuan,0,1060.03,2120058,3180087,212005,10600,26.5,0,547,5,Sulawesi Tenggara,Sub-urban,Hujan,104.92,4,4,109,25,946.45,3315,10.71,0,0
PJ-602,Jaringan IT,BUMN,Cost Plus,0,47.58,237880,0,0,0,71.36,2378,4,3,Papua Barat,Urban,Kemarau,100.0,3,3,14,32,42.48,3863,10.71,0,1
PJ-603,Jaringan IT,BUMN,Harga Satuan,0,88.64,443204,0,0,0,132.96,4432,61,3,Maluku,Rural,Hujan,114.75,6,13,26,56,79.14,3903,10.71,0,1
PJ-604,Gedung Perkantoran,Swasta Nasional,Lump Sum,1,114.69,344073,0,11469,2293,0.0,2293,40,3,Papua Pegunungan,Sub-urban,Kemarau,109.68,6,17,19,50,102.4,3086,10.71,0,0
PJ-605,Gedung Perkantoran,Swasta Nasional,Harga Satuan,0,220.2,660588,0,22019,4403,0.0,4403,107,2,Sulawesi Selatan,Rural,Hujan,100.19,8,11,36,65,196.6,3127,10.71,0,0
PJ-606,Perumahan,Swasta Asing,Lump Sum,0,101.78,407128,50891,25445,0,0.0,2544,61,2,Bali,Rural,Kemarau,111.8,3,23,21,18,90.88,3304,10.71,0,0
PJ-607,Jaringan IT,BUMN,Cost Plus,0,91.27,456333,0,0,0,136.9,4563,38,3,Sulawesi Tenggara,Sub-urban,Kemarau,111.03,2,23,25,40,81.49,3111,10.71,0,0
PJ-608,Perumahan,Pemda,Cost Plus,0,191.41,765634,95704,47852,0,0.0,4785,78,3,Kepulauan Riau,Urban,Hujan,116.85,5,19,42,60,170.9,3107,10.71,0,0
PJ-609,Gedung Perkantoran,BUMN,Harga Satuan,0,230.92,692750,0,23091,4618,0.0,4618,99,3,Papua,Urban,Hujan,114.55,3,22,37,67,269.13,3644,-16.55,1,1
PJ-610,Jalan Tol,Swasta Asing,Cost Plus,0,1301.19,2602384,3903576,260238,13011,32.53,0,667,1,DI Yogyakarta,Sub-urban,Kemarau,101.35,5,4,133,71,1161.78,3335,10.71,0,0
PJ-611,Gedung Perkantoran,BUMN,Cost Plus,0,95.03,285099,0,9503,1900,0.0,1900,47,2,Sulawesi Barat,Rural,Hujan,105.11,9,12,17,43,84.85,2858,10.71,0,0
PJ-612,Gedung Perkantoran,Pemda,Lump Sum,0,247.67,743010,0,24767,4953,0.0,4953,108,2,Sumatera Selatan,Urban,Hujan,108.46,4,22,38,42,221.13,3332,10.71,0,0
PJ-613,Jembatan,Swasta Asing,Harga Satuan,0,1278.98,2557952,3836928,255795,12789,31.97,0,624,5,Kalimantan Timur,Sub-urban,Hujan,117.13,2,8,130,70,1417.17,3353,-10.81,1,0
PJ-614,Gedung Perkantoran,Swasta Asing,Lump Sum,1,77.48,232438,0,7747,1549,0.0,1549,43,3,Aceh,Urban,Hujan,104.24,7,10,14,52,69.18,2830,10.71,0,0
PJ-615,Perumahan,Pemda,Lump Sum,0,94.51,378042,47255,23627,0,0.0,2362,58,1,Kalimantan Barat,Urban,Kemarau,101.63,3,10,21,17,84.38,3068,10.71,0,0
PJ-616,Jaringan IT,Pemda,Harga Satuan,0,36.59,182952,0,0,0,54.89,1829,21,3,Aceh,Urban,Kemarau,106.05,2,11,13,62,32.67,2675,10.71,0,1
PJ-617,Jalan Tol,Swasta Asing,Harga Satuan,0,996.79,1993575,2990363,199357,9967,24.92,0,517,5,Gorontalo,Sub-urban,Hujan,113.61,7,3,100,45,889.99,3398,10.71,0,0
PJ-618,Jembatan,Swasta Nasional,Lump Sum,0,1628.73,3257457,4886186,325745,16287,40.72,0,797,3,Sumatera Barat,Sub-urban,Hujan,114.25,9,24,164,51,1454.22,3385,10.71,0,0
PJ-619,Gedung Perkantoran,Pemda,Cost Plus,0,275.53,826588,0,27552,5510,0.0,5510,130,1,Kepulauan Bangka Belitung,Sub-urban,Hujan,114.15,7,10,42,29,246.01,3354,10.71,0,0
PJ-620,Gedung Perkantoran,Swasta Asing,Cost Plus,0,280.49,841468,0,28048,5609,0.0,5609,159,2,Riau,Rural,Kemarau,110.12,4,24,43,74,250.44,3335,10.71,0,0
PJ-621,Gedung Perkantoran,BUMN,Harga Satuan,0,100.12,300363,0,10012,2002,0.0,2002,62,3,Jawa Timur,Sub-urban,Kemarau,103.12,8,12,19,14,89.39,2694,10.71,0,0
PJ-622,Jaringan IT,BUMN,Harga Satuan,0,29.09,145455,0,0,0,43.64,1454,0,1,Papua Tengah,Rural,Kemarau,112.04,5,4,10,61,34.95,3046,-20.15,1,1
PJ-623,Jaringan IT,Pemda,Cost Plus,0,19.85,99227,0,0,0,29.77,992,13,2,Nusa Tenggara Barat,Urban,Kemarau,109.76,6,12,6,78,21.63,2818,-8.98,1,0
